Date,Symbol,Open,High,Low,Close,Volume
24-11-2020,ITC,190.6,196.45,190.6,195.55,45411815
25-11-2020,ITC,196,197.95,192.5,193.85,41659179
26-11-2020,ITC,195.1,195.85,192.55,194.8,24222956
27-11-2020,ITC,194.45,195.75,193.2,193.65,31385396
01-12-2020,ITC,195,196.35,192.4,194.4,15893346
02-12-2020,ITC,195,198.75,193.55,195.95,28425948
03-12-2020,ITC,197.2,197.2,194.55,196.2,28009042
04-12-2020,ITC,196.85,199.35,196.5,198.2,22152332
07-12-2020,ITC,198.2,203.75,197.6,203.15,35693450
08-12-2020,ITC,203.9,204.7,199.55,202.45,30853963
09-12-2020,ITC,205,207.8,204.65,205.4,39684395
10-12-2020,ITC,206.65,213.65,203.15,212.7,65227495
11-12-2020,ITC,214.45,217.95,213.35,216.3,60322445
14-12-2020,ITC,217.95,218.6,215,215.9,26990063
15-12-2020,ITC,215.25,216.4,211.6,213.55,23255609
16-12-2020,ITC,213.75,215.55,213.5,214,19551630
17-12-2020,ITC,214.2,215.1,211.25,213.05,22386185
18-12-2020,ITC,213.1,215.95,209.75,214.5,23775053
21-12-2020,ITC,214.5,214.7,199.15,202.95,41834797
22-12-2020,ITC,203.1,206.25,196.9,203.4,40986353
23-12-2020,ITC,203,208.25,202,207.75,23695667
24-12-2020,ITC,210,210.65,205.6,208.6,22768284
28-12-2020,ITC,209,210.2,207.85,209.5,15741000
29-12-2020,ITC,210.5,213.5,210.1,211.55,26546469
30-12-2020,ITC,212.7,213.5,209.55,211.15,18925262
31-12-2020,ITC,210.55,211.3,208.55,209,18245270
01-01-2021,ITC,209.9,214.2,209.3,213.85,19527333
04-01-2021,ITC,214,216,212.1,213.4,26891799
05-01-2021,ITC,212.45,213.25,210.6,211.45,18024083
06-01-2021,ITC,211.45,211.5,204.5,205.4,49067837
07-01-2021,ITC,206.1,207.6,202.1,202.8,34952401
08-01-2021,ITC,204.35,206,200.25,201.5,56427360
11-01-2021,ITC,204,206.1,201.25,202.5,42970983
12-01-2021,ITC,203,206.9,201.6,206.45,35617404
13-01-2021,ITC,207.45,213,205.25,211.25,63925996
14-01-2021,ITC,212,216.5,211.6,214.15,48304263
15-01-2021,ITC,214.9,218.5,211.2,217.85,58321158
18-01-2021,ITC,218.4,222,214.6,219.75,67607822
19-01-2021,ITC,221,221.7,217.5,218.85,31785089
20-01-2021,ITC,218.5,219,215.7,217.65,44672447
21-01-2021,ITC,219,219.5,212.2,213.7,28999164
22-01-2021,ITC,214,214.75,209.15,210.7,24712182
25-01-2021,ITC,212,212.5,206.85,207.8,24967899
27-01-2021,ITC,208,212.65,207.1,210.65,48471357
28-01-2021,ITC,209.25,211,205.75,206.6,22131983
29-01-2021,ITC,208.55,208.8,202.35,203.25,23764654
01-02-2021,ITC,204,217.95,201.8,215.95,57744414
02-02-2021,ITC,220,223.5,217,218.2,48457781
03-02-2021,ITC,221.5,222,215.7,216.75,53643263
04-02-2021,ITC,216.1,231.4,216,229.95,105818897
05-02-2021,ITC,232.15,238.85,227.25,234.35,125490301
08-02-2021,ITC,237.5,238.05,231.5,233.1,41495834
09-02-2021,ITC,234.6,239.2,228.2,229,70655961
10-02-2021,ITC,229,231.1,223.1,227.55,47283127
11-02-2021,ITC,229,229.3,224.5,226.45,43631374
12-02-2021,ITC,225.75,225.75,215.8,217.45,110568108
15-02-2021,ITC,218.45,221,217.5,218.6,31776555
16-02-2021,ITC,219.05,221.8,217.25,218.25,29148891
17-02-2021,ITC,217.6,218.4,216.55,217.75,19850516
18-02-2021,ITC,218.2,220.6,217.9,218.85,24070563
19-02-2021,ITC,218.85,218.9,214,215.95,28125203
22-02-2021,ITC,212,212,206,207.05,51546288
23-02-2021,ITC,208,210.55,207,208.5,26675953
24-02-2021,ITC,209.1,209.8,206.5,208.85,13160617
25-02-2021,ITC,209.5,211.2,208.8,209.15,25954142
26-02-2021,ITC,207.25,208,203,203.85,43429293
01-03-2021,ITC,205.45,207.75,204.05,206.9,16225536
02-03-2021,ITC,207,210.8,206.5,209.9,25604169
03-03-2021,ITC,212,212,208.8,209.95,20846117
04-03-2021,ITC,208.8,211.3,207.6,209.7,24899212
05-03-2021,ITC,208,210,207.2,208.55,17323590
08-03-2021,ITC,209.7,210.8,207.7,208,22988740
09-03-2021,ITC,208.7,209.75,204.75,207.8,22593086
10-03-2021,ITC,209.1,209.2,205.8,206.5,19603214
12-03-2021,ITC,208,208,203.5,205.2,30787960
15-03-2021,ITC,205.85,206,201.6,205.45,41115906
16-03-2021,ITC,206.4,208.9,204.95,207.85,48763187
17-03-2021,ITC,212.2,213.9,208.55,210.6,78578698
18-03-2021,ITC,213,219.1,211.9,217.65,91993104
19-03-2021,ITC,219,226.15,215.55,222.95,134184994
22-03-2021,ITC,223.3,226.4,221.5,226,46050245
23-03-2021,ITC,225,228.1,221.3,222.2,41564683
24-03-2021,ITC,221,222.8,215.25,215.95,27609243
25-03-2021,ITC,215.15,215.95,209.05,211.6,40681282
26-03-2021,ITC,214.25,214.45,210.35,210.9,26079435
30-03-2021,ITC,213.25,215,210.4,214.55,27792437
31-03-2021,ITC,214.05,219.3,212.7,218.5,36485322
01-04-2021,ITC,220,220.6,217.3,220.05,29062762
05-04-2021,ITC,217.6,220,210.5,212.55,31378045
06-04-2021,ITC,213.8,214.95,210.15,212.65,25674227
07-04-2021,ITC,212.7,215.2,212.45,213.8,15204883
08-04-2021,ITC,214.85,216.1,212.85,213.25,14116874
09-04-2021,ITC,213.75,215.95,212.55,213.1,16364247
12-04-2021,ITC,210,211,205,205.3,34511670
13-04-2021,ITC,207,209.7,206,208.7,20247639
15-04-2021,ITC,209,210.45,206,206.7,17530742
16-04-2021,ITC,208,209.25,206.5,207.95,13311926
19-04-2021,ITC,205,206.1,203.75,205.6,15792299
20-04-2021,ITC,206.2,207,202.5,203.55,21364882
22-04-2021,ITC,202,206.3,200.55,205.9,23139735
23-04-2021,ITC,204.25,207,204.25,205.35,19625381
26-04-2021,ITC,205.8,206.75,204.7,205.3,19886214
27-04-2021,ITC,205.3,206.95,205.05,205.4,11444814
28-04-2021,ITC,206,206.5,205.3,205.5,12708021
29-04-2021,ITC,207.1,207.55,204.05,204.3,13096755
30-04-2021,ITC,203.9,205.7,202,202.6,16495657
01-01-2020,HDFC,2418,2438.5,2409,2433.95,945874
02-01-2020,HDFC,2430,2472.75,2422,2466.4,1701396
03-01-2020,HDFC,2455,2466.4,2441.8,2454.45,1963923
06-01-2020,HDFC,2428,2445,2371.4,2384.1,2656731
07-01-2020,HDFC,2401.25,2428.8,2380.2,2415.05,3771992
08-01-2020,HDFC,2387,2413,2385.5,2406.15,2147334
09-01-2020,HDFC,2430,2462.7,2421.15,2457.4,3247323
10-01-2020,HDFC,2465,2477.65,2440.3,2457.55,2082060
13-01-2020,HDFC,2461.1,2471.05,2441,2462.55,3401754
14-01-2020,HDFC,2463.65,2499.9,2446.6,2492.3,2549328
15-01-2020,HDFC,2483.95,2495,2453.55,2488.6,2279961
16-01-2020,HDFC,2486,2495.75,2471.8,2482.1,1794295
17-01-2020,HDFC,2467.75,2479,2448.25,2453.95,2250437
20-01-2020,HDFC,2474,2486.55,2440.4,2454.35,2274456
21-01-2020,HDFC,2443,2485.9,2432,2465.45,2404025
22-01-2020,HDFC,2474,2483.35,2412.2,2416.6,3356004
23-01-2020,HDFC,2422,2436.4,2404.35,2428.4,1812646
24-01-2020,HDFC,2423,2458.6,2411.4,2450.75,2178412
27-01-2020,HDFC,2433,2445,2388.5,2395.8,2543177
28-01-2020,HDFC,2413,2471.7,2410,2431.6,6698252
29-01-2020,HDFC,2446,2447.5,2400,2404.25,2692713
30-01-2020,HDFC,2413,2428.7,2386.9,2415,2807667
31-01-2020,HDFC,2417,2434.75,2404.5,2414,2828509
01-02-2020,HDFC,2406,2422.7,2252.75,2268.25,3906937
03-02-2020,HDFC,2250,2298.05,2228.2,2259.75,5220749
04-02-2020,HDFC,2265.6,2351,2265.6,2345.95,3288687
05-02-2020,HDFC,2345.55,2395.5,2326.2,2391.65,3244383
06-02-2020,HDFC,2390,2447.8,2369.65,2436.45,3536393
07-02-2020,HDFC,2428.1,2452.3,2398.35,2405.65,2193190
10-02-2020,HDFC,2405,2425.3,2391.05,2414.3,2056525
11-02-2020,HDFC,2424.45,2441.75,2420.2,2435.15,1732762
12-02-2020,HDFC,2449.5,2487,2427.9,2437.6,4173099
13-02-2020,HDFC,2426,2444.15,2399,2403.65,2280271
14-02-2020,HDFC,2402,2425.85,2389.4,2401.75,2611510
17-02-2020,HDFC,2401.75,2406.65,2345.15,2350.25,2398556
18-02-2020,HDFC,2349,2349,2304,2318.8,2345063
19-02-2020,HDFC,2343,2385,2330.05,2377.25,2088724
20-02-2020,HDFC,2364,2377.5,2349.05,2369.5,3351611
24-02-2020,HDFC,2355,2365.2,2280.1,2292.3,4238039
25-02-2020,HDFC,2309,2320.75,2285,2302.6,3292922
26-02-2020,HDFC,2278,2309.5,2253.55,2281.45,6163133
27-02-2020,HDFC,2279.8,2289.6,2244.55,2272.2,3261885
28-02-2020,HDFC,2228.55,2228.55,2162.3,2175.75,7715143
02-03-2020,HDFC,2215,2248.35,2153.8,2179.65,3957634
03-03-2020,HDFC,2201.7,2226.9,2173.3,2191.4,4229070
04-03-2020,HDFC,2207,2216.6,2180.2,2206.05,4460096
05-03-2020,HDFC,2206,2232.2,2183,2195.05,3916762
06-03-2020,HDFC,2145,2145,2092.8,2109.45,5414446
09-03-2020,HDFC,2067.3,2067.3,1981.2,2027.9,5051322
11-03-2020,HDFC,1970,2073.85,1970,2036.25,6997019
12-03-2020,HDFC,1990,1990,1861.1,1875.7,8837533
13-03-2020,HDFC,1780.05,2123.7,1688.15,2066.8,14173637
16-03-2020,HDFC,1964,1979.5,1825,1841.75,10672843
17-03-2020,HDFC,1858.05,1869.9,1740,1755.8,6682574
18-03-2020,HDFC,1771,1784.7,1602.4,1622.55,9070671
19-03-2020,HDFC,1502.1,1703.95,1490.1,1617.6,11254232
20-03-2020,HDFC,1624,1776.9,1535.2,1753.95,11377225
23-03-2020,HDFC,1578.6,1673.25,1500,1520.7,9474584
24-03-2020,HDFC,1554,1649.7,1473.45,1505.1,8900025
25-03-2020,HDFC,1476,1655.6,1476,1646.05,10417560
26-03-2020,HDFC,1689.5,1843.45,1671.2,1733.25,12104359
27-03-2020,HDFC,1785.2,1849.65,1710.05,1754,9048464
30-03-2020,HDFC,1667.3,1699,1548,1558.75,8670691
31-03-2020,HDFC,1625,1666.55,1582,1633.1,10444821
01-04-2020,HDFC,1645.5,1693.6,1575.9,1583.5,6752017
03-04-2020,HDFC,1575.5,1578.8,1482.25,1499.55,10149442
07-04-2020,HDFC,1574.7,1577.5,1517.6,1555.15,12307166
08-04-2020,HDFC,1543.4,1692,1535,1558.8,8974987
09-04-2020,HDFC,1587.7,1714.65,1587.5,1703.1,8572034
13-04-2020,HDFC,1725,1763.75,1646.55,1655.2,7287804
15-04-2020,HDFC,1708.5,1710,1584.9,1596.3,8512332
16-04-2020,HDFC,1590,1663.7,1575,1625.75,7892749
17-04-2020,HDFC,1690,1738,1652.4,1680.6,8954559
20-04-2020,HDFC,1709.8,1738,1673.4,1727.7,7372380
21-04-2020,HDFC,1670,1694.8,1651.1,1669.7,6604554
22-04-2020,HDFC,1669.7,1679,1626.15,1664.15,5301750
23-04-2020,HDFC,1674.9,1687,1651.6,1663.45,4419421
24-04-2020,HDFC,1603,1624.95,1569.1,1580.3,7166440
27-04-2020,HDFC,1618.1,1652.15,1585.35,1591.45,5719079
28-04-2020,HDFC,1615.8,1725,1612.65,1715.8,7691600
29-04-2020,HDFC,1734,1845,1726,1836.75,11881509
30-04-2020,HDFC,1857,1927,1855.5,1916,8237079
04-05-2020,HDFC,1856,1856,1708.3,1724.35,6040202
05-05-2020,HDFC,1745,1769.5,1678,1689.9,7807204
06-05-2020,HDFC,1709,1777.55,1680,1732.15,8781437
07-05-2020,HDFC,1730,1745.95,1697.65,1703.9,3349484
08-05-2020,HDFC,1737,1742,1685,1689.7,4420831
11-05-2020,HDFC,1712.5,1722,1652.1,1658.45,4677500
12-05-2020,HDFC,1630,1682.8,1587.1,1674.1,7019332
13-05-2020,HDFC,1747,1749.5,1698,1712.75,5734243
14-05-2020,HDFC,1685,1693,1628.1,1632.4,5424770
15-05-2020,HDFC,1649,1657.75,1609,1633.8,5610025
18-05-2020,HDFC,1633.5,1637.65,1506.4,1512.05,8460262
19-05-2020,HDFC,1570,1591.75,1512,1539.85,9261076
20-05-2020,HDFC,1550,1640,1545,1627,6847043
21-05-2020,HDFC,1632.9,1651.8,1590,1597.3,7056092
22-05-2020,HDFC,1582,1596.7,1501.5,1516.15,12034389
26-05-2020,HDFC,1516,1568.15,1486,1502.15,12752510
27-05-2020,HDFC,1513,1578,1490,1570.4,12428432
28-05-2020,HDFC,1580,1643.8,1577,1623.7,10262028
29-05-2020,HDFC,1615.9,1676.35,1590.9,1658.9,13809103
01-06-2020,HDFC,1706.6,1764.85,1701.3,1737.7,8056778
02-06-2020,HDFC,1737.7,1822.35,1732.15,1813.55,8319067
03-06-2020,HDFC,1835.2,1859.45,1823.1,1835.65,9490542
04-06-2020,HDFC,1815,1828.4,1759,1764.3,7617538
05-06-2020,HDFC,1775,1788.95,1740.6,1766.6,6691738
08-06-2020,HDFC,1801,1818.9,1748.35,1760.8,6209421
09-06-2020,HDFC,1763.2,1826.75,1746,1772.1,9065372
10-06-2020,HDFC,1784,1820,1782,1809.3,4631195
11-06-2020,HDFC,1805,1826,1781.35,1787.45,5383998
12-06-2020,HDFC,1710,1809,1710,1792.2,5936632
15-06-2020,HDFC,1786.95,1805.25,1726,1751.65,5082387
16-06-2020,HDFC,1785,1834,1768.05,1821.9,7453412
17-06-2020,HDFC,1819,1847.15,1786,1794.65,6816822
18-06-2020,HDFC,1790,1869,1787.3,1855.95,5334835
19-06-2020,HDFC,1854,1867.5,1814,1835.1,12199449
22-06-2020,HDFC,1850.8,1874.2,1813.1,1819.4,4782899
23-06-2020,HDFC,1820,1845,1803.05,1838.1,5043383
24-06-2020,HDFC,1825,1869,1788.6,1797.75,7029207
25-06-2020,HDFC,1782.2,1811,1761.9,1777.8,5939864
26-06-2020,HDFC,1793.85,1799.9,1752.4,1769.35,5731517
29-06-2020,HDFC,1755,1775,1726.25,1741.15,3948941
30-06-2020,HDFC,1751.15,1792.7,1747.2,1754.65,6325246
01-07-2020,HDFC,1764,1844.8,1760.4,1835.15,6991685
02-07-2020,HDFC,1852.95,1899,1842.6,1889.45,6480519
03-07-2020,HDFC,1905.55,1908,1867.3,1885.2,4430264
06-07-2020,HDFC,1903.25,1909.25,1864.55,1868.7,5073705
07-07-2020,HDFC,1880,1892.35,1857,1886.75,4157365
08-07-2020,HDFC,1895,1907,1871,1886.05,2885754
09-07-2020,HDFC,1871.3,1947.9,1865,1941.85,6703324
10-07-2020,HDFC,1915,1931.9,1876.25,1886,3853348
13-07-2020,HDFC,1905,1907.2,1840,1845.55,3403604
14-07-2020,HDFC,1825,1825.3,1770.5,1791.6,5529793
15-07-2020,HDFC,1809,1821.9,1782,1789.9,3994980
16-07-2020,HDFC,1792,1794.7,1750,1787.8,4230162
17-07-2020,HDFC,1800,1821.95,1784.05,1805.85,4240987
20-07-2020,HDFC,1844,1844,1801,1806.05,3915997
21-07-2020,HDFC,1816.5,1900.95,1815,1883.65,6884035
22-07-2020,HDFC,1895.5,1898.95,1851.5,1881.05,5538884
23-07-2020,HDFC,1881.05,1910,1871.6,1875.8,3647242
24-07-2020,HDFC,1854,1857.8,1817,1841.3,3309356
27-07-2020,HDFC,1841.3,1861.95,1824,1850.75,3724639
28-07-2020,HDFC,1859.35,1907,1844.5,1897.35,4346193
29-07-2020,HDFC,1885,1918.5,1867.2,1877.3,7413828
30-07-2020,HDFC,1880,1900.7,1804,1810.65,7473426
31-07-2020,HDFC,1805,1811.2,1759,1781.95,7746014
03-08-2020,HDFC,1781,1781.95,1730.1,1739.8,4648927
04-08-2020,HDFC,1749,1794.45,1743.4,1781.1,4722583
05-08-2020,HDFC,1784.4,1811.5,1766.25,1776.7,5576455
06-08-2020,HDFC,1798.25,1805.7,1762.05,1783.75,6004624
07-08-2020,HDFC,1774.95,1781.8,1763,1777.7,5129995
10-08-2020,HDFC,1794,1811,1789.3,1798.95,3030917
11-08-2020,HDFC,1813,1846.75,1810.5,1826.75,4944312
12-08-2020,HDFC,1825.75,1837.7,1802,1814.2,3606317
13-08-2020,HDFC,1818.5,1823.65,1799.55,1804.85,3769538
14-08-2020,HDFC,1818.6,1823.75,1773.25,1791.7,6136766
17-08-2020,HDFC,1805,1807.85,1783.85,1800.55,4076960
18-08-2020,HDFC,1801.1,1825.4,1795.95,1820.7,3413536
19-08-2020,HDFC,1835,1835.9,1818.05,1827.95,2934730
20-08-2020,HDFC,1803,1807.95,1782.25,1785.15,2702815
21-08-2020,HDFC,1800,1824.7,1787.15,1804.05,3466213
24-08-2020,HDFC,1814.95,1849,1811,1829.85,3816127
25-08-2020,HDFC,1843.75,1852.4,1817.05,1829.6,2646159
26-08-2020,HDFC,1837,1837.8,1803.6,1816,3187424
27-08-2020,HDFC,1832,1883,1830,1864.1,8648531
28-08-2020,HDFC,1871,1889,1862.8,1883.25,4903981
31-08-2020,HDFC,1898.5,1921.9,1797.55,1832.6,7604691
01-09-2020,HDFC,1858,1884,1831.85,1851.2,3793458
02-09-2020,HDFC,1849.85,1849.95,1810,1827.2,4235148
03-09-2020,HDFC,1831,1842.8,1803.45,1808.75,3350617
04-09-2020,HDFC,1783.6,1789,1761.8,1769.7,4214148
07-09-2020,HDFC,1773,1801.45,1760,1791.1,4073465
08-09-2020,HDFC,1785.1,1793.25,1770.8,1777.3,2456321
09-09-2020,HDFC,1759.55,1777.9,1755,1760.75,2509630
10-09-2020,HDFC,1781,1792.95,1760,1777.45,3245630
11-09-2020,HDFC,1771,1786,1760,1768.15,2232185
14-09-2020,HDFC,1781,1796.85,1728.4,1738,4061493
15-09-2020,HDFC,1754.9,1777,1742.8,1758.75,3159537
16-09-2020,HDFC,1766,1774.7,1743.45,1768.15,2592551
17-09-2020,HDFC,1750,1773.2,1736.5,1744.35,3191905
18-09-2020,HDFC,1752.9,1754.75,1708.3,1724,5642506
21-09-2020,HDFC,1722.8,1738.75,1701.85,1708.15,3174505
22-09-2020,HDFC,1716.25,1716.25,1672,1674.85,3615745
23-09-2020,HDFC,1694,1696.65,1650.4,1667.1,4803637
24-09-2020,HDFC,1646.8,1654.15,1623,1636.85,5673754
25-09-2020,HDFC,1651.95,1657.8,1628.1,1652,4046773
28-09-2020,HDFC,1672.9,1692.6,1658,1681.45,2739071
29-09-2020,HDFC,1692,1720,1682.1,1713.1,3696138
30-09-2020,HDFC,1716.9,1744.25,1703.2,1740.05,3594715
01-10-2020,HDFC,1755,1799.85,1750,1790.65,3706206
05-10-2020,HDFC,1784,1816.5,1775.7,1785.1,4056801
06-10-2020,HDFC,1803.15,1943.7,1803.15,1934.4,16829628
07-10-2020,HDFC,1945,1964.85,1908.85,1948.75,7038044
08-10-2020,HDFC,1952.5,1988.45,1938.5,1949.25,4589506
09-10-2020,HDFC,1945,2029.85,1938,1957.65,10848230
12-10-2020,HDFC,1965,1998.95,1942.3,1965.4,3651557
13-10-2020,HDFC,1962,1986.65,1930.55,1943.4,3351027
14-10-2020,HDFC,1935,1989,1919.05,1979.85,3108218
15-10-2020,HDFC,1983,2020,1938.25,1947.2,5170267
16-10-2020,HDFC,1948.4,1983.7,1939.35,1961.7,3238617
19-10-2020,HDFC,1985,2039.9,1983.1,2031.5,6591617
20-10-2020,HDFC,2025,2041.7,2004.05,2015.3,4733065
21-10-2020,HDFC,2030,2067.45,2005.35,2048.75,8166501
22-10-2020,HDFC,2038.3,2063,2023.15,2042.55,5030745
23-10-2020,HDFC,2056,2067.9,2046,2059.7,3573911
26-10-2020,HDFC,2058,2083.95,2052.75,2073.35,4927520
27-10-2020,HDFC,2056,2064.8,2027,2041.35,4468948
28-10-2020,HDFC,2045,2045,1965,1968.9,4636738
29-10-2020,HDFC,1941.25,1970,1927.3,1934.3,3463664
30-10-2020,HDFC,1930,1947,1906.85,1923.55,4322115
02-11-2020,HDFC,1916,2065,1916,2040.8,7635981
03-11-2020,HDFC,2030,2139.65,2030,2130.95,8905106
04-11-2020,HDFC,2111.1,2134.95,2056.4,2088.2,5214238
05-11-2020,HDFC,2106,2120,2084.3,2100.7,4117187
06-11-2020,HDFC,2110,2145,2102.45,2138.45,4607710
09-11-2020,HDFC,2150,2169.95,2138.2,2152.1,3529739
10-11-2020,HDFC,2185,2288.8,2175.55,2272.1,8512622
11-11-2020,HDFC,2279,2337,2273,2324.3,7235313
12-11-2020,HDFC,2297.25,2343.8,2267.45,2332.1,6398213
13-11-2020,HDFC,2320,2323.3,2284,2306.75,3999928
14-11-2020,HDFC,2320,2329.35,2304,2311.25,374286
17-11-2020,HDFC,2339.9,2364.75,2307.4,2349,7393052
18-11-2020,HDFC,2336.7,2369.4,2320.3,2364.9,4344487
19-11-2020,HDFC,2336,2351.9,2311,2324.6,6936896
20-11-2020,HDFC,2330,2386.55,2326.55,2334.8,5321688
23-11-2020,HDFC,2344.2,2347.85,2230.1,2250.8,6995598
24-11-2020,HDFC,2272.25,2272.25,2209.55,2217.7,4945274
25-11-2020,HDFC,2228,2252.15,2179.3,2191.35,6150483
26-11-2020,HDFC,2197.15,2245,2187.65,2238.4,5026304
27-11-2020,HDFC,2240,2272.45,2202.2,2256.25,10179511
01-12-2020,HDFC,2237,2324,2217.65,2306.95,7031670
02-12-2020,HDFC,2300,2304,2252.5,2276.35,3191550
03-12-2020,HDFC,2287,2289.45,2235,2253.95,4528707
04-12-2020,HDFC,2253.95,2284.9,2231.6,2245.9,3245440
07-12-2020,HDFC,2240,2309.7,2221.2,2303.8,4910736
08-12-2020,HDFC,2315,2340,2292.05,2309.75,5262959
09-12-2020,HDFC,2318,2334.65,2280.6,2306.7,3302661
10-12-2020,HDFC,2300,2303,2267,2289.1,2545081
11-12-2020,HDFC,2307,2317.7,2272,2295.9,4577813
14-12-2020,HDFC,2306.7,2315.65,2270.55,2302.65,3160235
15-12-2020,HDFC,2290.5,2357.4,2282.7,2350.35,5056502
16-12-2020,HDFC,2377.95,2443.4,2365.5,2424.65,6532346
17-12-2020,HDFC,2434.9,2509,2420.15,2494.6,7379515
18-12-2020,HDFC,2482,2489,2431,2479.4,4189517
21-12-2020,HDFC,2468,2478.95,2370.45,2414.8,3573982
22-12-2020,HDFC,2415,2439.9,2360.5,2403.65,4832004
23-12-2020,HDFC,2398,2419.65,2376.75,2403.05,2605828
24-12-2020,HDFC,2417,2464.65,2411.05,2455.15,2723426
28-12-2020,HDFC,2467,2485,2436.6,2476.45,2085391
29-12-2020,HDFC,2480,2530,2480,2518.95,4490464
30-12-2020,HDFC,2518.95,2525,2483,2518.05,2902423
31-12-2020,HDFC,2518.7,2575,2504.4,2558.65,4956399
01-01-2021,HDFC,2549,2593.3,2541.15,2568.75,2054108
04-01-2021,HDFC,2576.9,2592.35,2533.15,2578.5,2795972
05-01-2021,HDFC,2589,2659.45,2572.4,2651.85,5870743
06-01-2021,HDFC,2664.7,2665,2619,2638.85,3401085
07-01-2021,HDFC,2670,2709.35,2647.4,2661.35,4106042
08-01-2021,HDFC,2668,2674.4,2631,2657.5,4497042
11-01-2021,HDFC,2680,2762,2666.75,2751.2,5939812
12-01-2021,HDFC,2738,2760,2719,2747.55,3412213
13-01-2021,HDFC,2760.45,2777.15,2651.1,2670.9,5582165
14-01-2021,HDFC,2670,2699,2647.15,2684.05,4253567
15-01-2021,HDFC,2661,2688.45,2615.6,2632.75,2582955
18-01-2021,HDFC,2645.95,2647.4,2550,2566.5,5154593
19-01-2021,HDFC,2585,2680.8,2575,2656.95,3569359
20-01-2021,HDFC,2666,2711.9,2622.6,2688.15,5771114
21-01-2021,HDFC,2687.95,2698,2641.25,2663,3200138
22-01-2021,HDFC,2669,2678.75,2583.05,2589.45,5013872
25-01-2021,HDFC,2630.45,2670,2543,2551.4,7761405
27-01-2021,HDFC,2546.3,2546.3,2458.25,2467,4858346
28-01-2021,HDFC,2430.1,2454,2395.25,2425.75,5282970
29-01-2021,HDFC,2450,2460,2364.6,2377.8,7347695
01-02-2021,HDFC,2402.7,2602.1,2391.85,2579.25,7106502
02-02-2021,HDFC,2625,2762.95,2612,2659,9253486
03-02-2021,HDFC,2695,2734.5,2618,2703.55,4782433
04-02-2021,HDFC,2740.4,2742,2659,2707.75,4108174
05-02-2021,HDFC,2724.5,2767.8,2696.2,2721.5,4575345
08-02-2021,HDFC,2765,2765,2711.1,2733.35,3807824
09-02-2021,HDFC,2760,2784,2710.45,2747.05,5586584
10-02-2021,HDFC,2745.95,2780,2739.2,2767.1,5602915
11-02-2021,HDFC,2744.1,2767.6,2737.45,2760.6,1935639
12-02-2021,HDFC,2746,2809,2735.6,2791.5,2921180
15-02-2021,HDFC,2819,2868,2805,2860.45,2847445
16-02-2021,HDFC,2871,2896,2838,2858.65,2295100
17-02-2021,HDFC,2850.25,2856.6,2787.85,2805.35,2874649
18-02-2021,HDFC,2800,2806,2730.1,2745.15,2937262
19-02-2021,HDFC,2725,2765,2714.15,2741.3,2275146
22-02-2021,HDFC,2741.3,2741.3,2638.15,2651.95,4090709
23-02-2021,HDFC,2670.35,2677.9,2621,2628.6,3022925
24-02-2021,HDFC,2610.1,2723,2610.1,2707.75,2950645
25-02-2021,HDFC,2718.5,2739,2677,2684.7,4758112
26-02-2021,HDFC,2631.05,2631.05,2520,2539.4,8771431
01-03-2021,HDFC,2556,2614.6,2548.6,2606,3595993
02-03-2021,HDFC,2615,2615,2541.4,2564,4086134
03-03-2021,HDFC,2608.9,2664.15,2592.15,2654.9,5640063
04-03-2021,HDFC,2610,2610,2568,2582.95,5315682
05-03-2021,HDFC,2573.6,2579.9,2523.5,2543.9,4254126
08-03-2021,HDFC,2555.05,2560,2505.4,2510.25,2179821
09-03-2021,HDFC,2513.1,2584.4,2513.1,2577.3,2877662
10-03-2021,HDFC,2590.4,2609.4,2580.6,2599.8,2569360
12-03-2021,HDFC,2662,2667.95,2556.35,2568,3487185
15-03-2021,HDFC,2565,2568,2496.05,2535.5,2905477
16-03-2021,HDFC,2556.5,2562.65,2503,2510.4,2446483
17-03-2021,HDFC,2509.1,2542,2502.75,2515.55,3362442
18-03-2021,HDFC,2549,2561.45,2501,2514.6,3460891
19-03-2021,HDFC,2486,2567,2481.7,2531.65,5277763
22-03-2021,HDFC,2530.1,2547.35,2485,2531.85,3367784
23-03-2021,HDFC,2531,2541.35,2492.1,2509.9,3980896
24-03-2021,HDFC,2484.85,2503.5,2446.7,2465.75,3165420
25-03-2021,HDFC,2488,2491.6,2431.1,2470.75,4759214
26-03-2021,HDFC,2506.75,2548,2491.2,2532.75,3272534
30-03-2021,HDFC,2569.3,2617,2555.25,2605.65,4349089
31-03-2021,HDFC,2599.6,2599.6,2490,2498.1,5492619
01-04-2021,HDFC,2524,2536.95,2480,2531.45,2621437
05-04-2021,HDFC,2530,2531,2413,2445.85,3353567
06-04-2021,HDFC,2470.3,2486.85,2435.35,2472.3,2882606
07-04-2021,HDFC,2489,2507.8,2457,2482.7,3511527
08-04-2021,HDFC,2495,2530.9,2485.75,2502.55,2510746
09-04-2021,HDFC,2522,2556,2492.3,2513.9,3234017
12-04-2021,HDFC,2450,2454.45,2405,2419.85,3772771
13-04-2021,HDFC,2422.4,2523.1,2412.25,2512.95,3832030
15-04-2021,HDFC,2540,2555,2493,2547.15,4201633
16-04-2021,HDFC,2550,2589.8,2546.85,2574.05,3133311
19-04-2021,HDFC,2474,2510,2452,2492.35,3550890
